,text,class
3804,我在工商银行办的定期存款，利率还不错，最近给了3.1%的利率，比我预期的要高，挺开心的。不过他们的客服电话有点慢，等待时间有点长。,1
3805,去年我在建设银行买的基金，亏得我心痛，贬值得厉害，眼看着本金缩水，完全不想再碰这个了，真是上当了。,0
3806,最近在兴业银行申请了网银，界面挺简单易用，但也没有特别的惊喜，总体感觉就是个普通的银行服务，没什么特别突出的地方。,2
3807,农行的信用卡用了一段时间，积分累计速度非常快，消费两万多就可以换到一次航空里程，觉得还算划算。总体来说，服务水平也不错，客服态度很好。,1
3808,中信银行的理财产品真是坑人，买了个号称收益高的产品，结果一直都在低迷，钱放在那儿就只见亏，真是太失望了，下次不想再碰了。,0
3809,我在招商银行开了个定期存款，年利率居然有3.5%，到账速度也很快，真心赞！,1
3810,我买了建设银行的理财产品，结果收益才1.5%，完全看不上，这也太低了吧，真让人失望。,0
3811,听说工商银行的信用卡在日常消费时能有很多优惠，但我还没试过，具体怎么样还要看大家的反馈。,2
3812,申请了交通银行的个人贷款，利率仅为4.2%，审批速度也很快，感觉不错，真心推荐。,1
3813,我在平安银行的万能险投资了几万，结果收益一直很低，真是让我很失望，后悔选这个产品。,0
3814,我在建设银行开了个定期存款，利率居然有3.5%，准备存个两年，希望能赚到不少利息，真心不错！,1
3815,中信银行的信用卡真是个坑，每月要交年费，消费返现却不算好，感觉根本省不了钱，后悔申请了。,0
3816,真的觉得农业银行的理财产品还算靠谱，收益大概在5%左右，虽然没有特别惊喜，但也算稳妥。,2
3817,申卡的时候交了点办卡费，结果用工行的白金卡刷了一次就返现了200，体验不错，感觉这张卡能用得上！,1
3818,我在光大银行买的基金一年收益才3%，跟我预期的差太多了，感觉买错了，心疼我的钱。,0
3819,交行的理财产品收益还不错，年化收益能到4.5%，不过操作上感觉有些麻烦，客服反应也一般，唉。,1
3820,我在招商银行办的定期存款给了我3.2%的利息，存6个月还挺划算，挺满意的，就是取钱的时候流程慢得让人生气。,2
3821,农行的信用卡确实好用，返现不少，一个季度下来能拿到200块的优惠，真心觉得值，已经推荐给朋友了！,1
3822,建行的信贷额度真的不行，申请了好几次总是被拒，连个小额度都没有，真是气人，感觉没什么用。,0
3823,中行的外汇理财不错，最近美元兑人民币涨了点，我赚了不少，虽然风险有点大，但收益也是实打实的，感觉投资得当啦。,1
3824,我最近在平安银行办理了一个定期存款，利率居然高达3.5%，真是不错。虽然资金不流动有点不方便，但至少储蓄还能让钱生钱，感觉值得。,1
3825,之前在建设银行办了一张信用卡，额度了一万，感觉还不错。可是最近用着发现提额太慢了，客服又是千篇一律的回复，有点小失望。,2
3826,我在民生银行投资了他们的理财产品，号称年化收益是4.2%。其实收益看着不错，但实际到账的时候却扣掉了不少手续费，有点意外。,3
3827,刚用工商银行的手机银行转账，手续费居然是免费的，真是蛮人性化的！但是时效性一般，偶尔会出现延迟，整体感觉中规中矩。,4
3828,最近入手了招商银行的基金定投，感觉他们的客服态度还是挺好的，咨询时也给了我不少投资建议。不过，投资风险还是要注意，暴涨暴跌的事不少见。,5
3829,我在招商银行的定期存款真是失望透顶，利率只有1.5%，根本不划算，感觉自己跟银行的关系就像是羊入虎口。,0
3830,上个月在中国银行的理财产品投入了5万，收益还不错，刚到账就赚了300多，感觉还挺开心的，果然选择对了！,1
3831,农行的信用卡用起来挺方便的，额度5万，积分还可以兑换东西，又可以享受各种优惠，算是中规中矩吧。,2
3832,我在建设银行买的基金表现超出预期，之前有点犹豫，现在看来是个好选择，收益能达到8%多，开心得不得了！,1
3833,中信银行的贷款审核真是让人捉急，提交资料后拖了两个星期才有回音，感觉这效率真是不敢恭维。,0
3834,我在招商银行办理的定期存款，年利率居然有2.75%，感觉还不错，取出时到账也很快，算是一个不错的选择！,1
3835,工商银行的信用卡真是让人失望啊，我的额度才5000，消费了几个月也没提额，客服问的每次都模糊回答，太糟心了！,0
3836,交通银行的车贷申请流程挺繁琐的，填了好多表格，审核时间也差不多一周，结果利率是4.5%，感觉一般般。,2
3837,我用农业银行的财富管理产品，收益挺不错的，年化收益达到3.2%，客服态度也好，真心推荐！,1
3838,兴业银行的个人贷款，这利率也太高了，居然8%，还要缴纳各种服务费，真让我心里不平衡，想换银行了。,0
3839,招商银行的定期存款真心不错，利率高达3.5%，比很多银行更有吸引力，存个10万，一年下来就能有3500元的利息，这也算是小确幸了，强烈推荐大家试试这款产品！,1
3840,农行的福利彩票信用卡真是坑啊，充了500元，居然到手的额度只有8000，真嫌弃，感觉他们就是想让我一直充钱，做一张卡还得要这么多套路，真是费劲心思了！,2
3841,中行的普惠贷款，我申请了10万的额度，居然给我批下来7万，要求还款还挺严格，利息也高，这让我有点心塞，本来想着能缓解点资金压力，现在反而增加了负担，真是不知道该怎么办了。,0
3842,我最近刚申请了平安银行的明星储蓄卡，得到首年免年费的福利，收益也不错，存款利率有3.2%，而且每消费满500元就能积分兑换礼品，感觉还挺划算，机智的一笔操作！,1
3843,这几天在浦发银行办理的房贷，利率相对较低，虽然手续繁琐，但听说后期转按揭流程会简单点。总的来说，还是比较中立的一次体验，希望未来利率能维持在合理水平。,2
3844,农行的定期存款真的不错，我最近存了5万元，利率竟然有3.5%，感觉相当划算，赞一个！,1
3845,中行的信用卡真的是太坑了，上个月透支了5000元，结果利息居然收了我900多，要不是急用钱我早就不办了！,0
3846,兴业银行的理财产品我觉得挺满意的，投资期限短，最近收益率能达到5%以上，真的不错，推荐给大家！,1
3847,建行的房贷利率好像还是有点高，今天听说最低能到4.9%，还得看个人条件，感觉没什么竞争力。,2
3848,工行的基金定投我真心不推荐，买了几个月收益基本没涨，损失了一点成本，有点失望，准备换别人家的试试看。,0
3849,我之前在招商银行办了个理财产品，年化收益率4.5%，感觉还不错，算是比较稳定的投资选择，真心推荐给大家！,1
3850,中行的信用卡我办了好几张，现在的透支额度降到1万，真心觉得有点亏，消费还得控制点，体验不太好。,0
3851,我用农行的定期存款，利率居然有3.25%，比其他银行高出不少，刚好能让我有一笔稳妥的资金在手，开心！,1
3852,兴业银行的车贷产品还算不错，利率4.9%算是比较有竞争力的，手续也简单，就是放款速度慢了点。,2
3853,我在平安银行买的基金，亏损了20%，心里真是忐忑，都是冲着他们的高收益来，结果还是跌了。,0
3854,兴业银行的“兴利宝”定期存款利率还不错，年化收益3.5%，刚存了一笔1万，等着领利息呢，但感觉到账也慢，心里还是有点急，期待能快点见到钱！,1
3855,建行的“乐视贷”额度不错，给了我10万，利率也不高，才5.5%，可是申请流程太麻烦了，反正花了我不少时间和精力，结果也还行吧，算是勉强满意吧！,2
3856,招行的“先息后本”业务我觉得还行，能让我暂时缓解经济压力，额度也很高，最搞笑的是，我朋友直接被拒了，真是看脸啊，不过感觉这款产品还是挺不错的，给个中立！,3
3857,中信的“活期宝”流动性好，随时取用，年利率虽然只有1.5%，但还是比银行柜台的零利率强多了！不过就是不喜欢随时变动的收益，心里有点堵。,4
3858,工行的“万用金”信用贷款总的来说还行，给了我8万，虽然利息高达8%，用起来还是很方便，随借随还，各种消费都能刷，但总觉得月供压力稍微有点大，算是两难吧！,5
3859,我最近申请了招商银行的定期存款，利率达到了3.25%。感觉在当前市场上算是比较高了，一年后可以拿到不小的收益，真心点赞！,1
3860,前几天去工商银行存款，结果办理的时候遇到客服态度真差，问了几个问题都不耐烦，真让人心累。希望以后能改进一下服务吧。,0
3861,这个月用农业银行的信用卡消费满500元，竟然还给我了一张50元的购物券，感觉超值！而且他们的积分政策也挺给力，值得推荐。,1
3862,经过比较，我发现平安银行的理财产品收益和流动性都还不错，不过操作流程稍繁琐，大家就当参考吧。,2
3863,之前在建行办理过一款基金，结果买入后亏损了不少，感觉风险控制不太好，心里真的很不爽，推荐新手还是谨慎操作吧。,0
3864,我最近在招商银行办了他们的普惠贷款，额度最高可以到20万，利率也就3.5%，真心觉得这个产品很不错，帮我解决了资金周转问题！,1
3865,中信银行的定期存款利率实在太低了，才1.5%！等于不如放在余额宝里，看到这些利率我真的心塞啊，真的是无奈。,0
3866,我试过北京银行的信用卡分期还款，感觉还行，手续费大约是0.6%，不算太高，不过还得看自己的实际情况再决定吧。,2
3867,凤求凰的理财产品真心推荐，预期年化收益率能达到5%左右，风险也比较低，适合我这种保守型的投资者，感觉终于找到合适的。,1
3868,建行的消费贷利率太高了，居然达到8%，真的让我觉得这个负担太重了，有时还不如直接省吃俭用呢，心里真不是滋味。,0
3869,我在建设银行开了一张理财卡，收益率最近涨到4.5%，感觉还是不错的，虽然也不是特别高，但算是比较安全的理财方式，期待后续的利息到账！,1
3870,某银行最近推出的定期存款产品，年利率只有2%，不太吸引我，感觉现在通货膨胀那么高，这点收益实在是不够，想换个更好的投资方式。,2
3871,看了农业银行的信用卡，首年免年费还送100元现金券，额度上也不错，最高六万，激活后可以分期，感觉用来消费挺划算的，期待用起来的体验！,3
3872,之前在招商银行买过一款基金，业绩稳中有升，最近一年回报率达到8%，还算可以，虽然波动的时候心里有点忐忑，但结果不错，继续持有看看。,4
3873,中信银行的消费贷利息居然高达15%，真心觉得不划算，虽然手续简单，额度也挺高，但一想到利息就觉得不敢用，可能还是得好好对比一下再决定。,5
3874,最近在建行办了个智能存款，收益还算不错，年利率达到2.75%，不过门槛有点高，最低要存5万元，我觉得一般家庭有点吃力，根本存不下啊。,1
3875,用了工商银行的信用卡，真心不错，额度给得挺高，最近申请的卡额度有1.5万，刷满好几次还有返现，感觉生活一下子丰富了不少。,2
3876,民生银行的消费贷款真心不推荐，申请的时候说审批快，可结果等了整整一个月，不仅没拿到钱还得了一堆的材料准备，彻底心累，真是无言以对了。,3
3877,我在光大银行买的基金，最近收益真心差，才挣了几块钱，感觉自己当时太盲目，听别人推荐就跟着买，不过也没亏损太多，还是希望以后好运吧。,4
3878,交通银行的定期存款挺稳的，本金没啥风险，年利率也有3.2%，虽然收益没有太大的期待，但至少存着心里踏实，适合我这种抗风险能力弱的人。,5
3879,我最近在招商银行申办了他们的定期存款，利率居然有3.5%，真心不错，感觉比其他银行的要高很多，终于能让我的闲钱多赚点了！,1
3880,前几天跟朋友聊起工商银行的信用卡，真是辣眼睛！他们的手续费每年居然要299元，而且每次取现还要收手续费，完全不划算，打算换卡了。,0
3881,不知道大家有没有用过中信银行的理财产品？收益虽然不算特别高，最近是4%左右，但投资期限灵活，还不错吧，适合懒人。,2
3882,我用中国银行的房贷产品已经快两年了，利率锁定在4.9%，感觉特别稳，房子也升值了，心里踏实很多，真心觉得办对了。,1
3883,刚用了浦发银行的APP，真是一言难尽，卡一会儿就登不上去，有时候转账也老是失败，真是让人抓狂，体验差得不行！,0
3884,最近我在建行的定期存款上存了一笔钱，利率是3.5%，感觉还不错，收益也算可以，听说他们的存款安全性高，期待到期时候能有个不错的收益！,1
3885,我在中信银行申请的信用卡真是个坑，不到一年的时间额度就降了，客服却一直推脱责任，真心不推荐大家去申请！,0
3886,浦发银行的理财产品不错，之前我买了一款“优选理财”，年化收益率有6.2%，到期后还有分红，出票速度也快，挺满意的！,1
3887,我在光大银行开了个货币基金，感觉还好，收益波动不大，每个月能拿个几百块，虽然不多但也算是小确幸吧，反正也不需要太多操作！,2
3888,农行的个人贷款真是繁琐，申请审批居然要一个多月，还是被拒了，理由也不明确，真是浪费我的时间，感觉服务真心不怎么样。,0
3889,中信银行的基金定投让我感觉不错，虽然收益不算高，只是每个月固定存600块，收益大约在年化4%左右，这也是个稳稳的选择，感觉不会亏钱，挺安心的。,1
3890,民生银行的信用卡真的是让我头疼，有时候提额提了，结果又一下子被降到最低，感觉它就像个过山车，每次都提心吊胆，能不能好好待我啊！,2
3891,汇丰银行的外汇存款收益太低了，月利率只有0.2%，根本不划算，唯一好的就是安全感足，虽然回报少，但是起码不怕血亏，唉，真是纠结。,3
3892,建行的定期存款服务还是比较靠谱的，利率3.5%一年，到期后还能把本金和利息一起取出来，简单明了，我觉得对于短期理财来说这性价比挺高的。,4
3893,招行的车险服务体验一般，虽然出险后理赔速度还算快，但客服态度有点生硬，让我感觉不太舒服，期待以后能改善一下，毕竟买车险就是为安心嘛。,5
3894,我最近在建设银行办理了一张定期存款，年利率竟然有3.5%，感觉超划算的，推荐给大家！,1
3895,我在工商银行申请的信用卡居然被拒了，真是气死人了，明明我资信还不错，搞不懂他们的审核标准！,0
3896,之前用过邮储银行的理财产品，收益还算稳定，年化收益大概在4%左右，就是产品种类不太丰富。,2
3897,我在农行买的黄金基金，虽然价格波动大，但是最近涨势不错，已经赚了不少，心情真好！,1
3898,中信银行的房贷利率太高了，月供压力山大，感觉自己快要喘不过气来了，后悔当初选了他们的贷款。,0
3899,最近办理了工商银行的理财产品，收益还不错，年化利率达到4.5%，总体来说挺满意的，期待下一期的回报！,1
3900,在建设银行开了个活期账户，虽然利息不高，只有0.3%，但随时可取用，方便灵活，这种产品还是可以考虑的。,2
3901,我办了农业银行的一款定期存款，利率是3.2%，虽然不是特别高，但我最看重安全性，银行还给了我个存折，心里更踏实了。,3
3902,对于平安银行的信用卡，我觉得他们的分期付款政策很人性化，免息分期六期还款，真的能帮助我缓解经济压力，赞一个！,4
3903,之前在招商银行申请了个短期理财，结果体会到名不副实，预期收益6%，但实际到账才4.5%，觉得有点失望，希望之后能改进下。,5
3904,我在招商银行开了优选理财，最近收益还不错，年化收益率达到了4.5%，确实比存款强多了，心里倍儿爽！,1
3905,交通银行的信用卡真心让我失望，积分兑换太坑了，兑换的礼品总是要用很久才能达到标准，花的钱不值！,0
3906,中银的定期存款利率就一般般吧，虽然现在是3.2%也没什么吸引力，感觉还不如去网上的理财产品来得划算。,2
3907,我刚买了平安的健康险，保额有70万，还附带了门诊报销，觉得这花钱挺值得的，心里松了一口气，感觉有保障了。,1
3908,兴业银行的一款基金买了几个月了，业绩太烂了，亏了十几个百分点，现在真是心累，早知道就不碰了！,0
3909,最近在建设银行申请了一个定期存款，年利率2.5%，觉得还不错，虽然利率不算很高，但稳定性不错，比较放心。,1
3910,中信银行的理财产品真是坑！我之前投资了个编号为C2023的，承诺年化收益率6%，结果到了结算的时候竟然只给我分红2%，感觉被骗了！,0
3911,工行的信用卡额度申请的还算顺利，但目前才申请了1万的额度，感觉不够用，希望下次能过2万。,2
3912,最近开了招商银行的个人养老金基金，听说收益稳定，预期回报大概在8%左右，感觉有保障，等于是为未来养老做投资，值得！,1
3913,平安保险的投资型保险，买了以后真是各种手续费，客服态度也不咋样，感觉算是被忽悠了，收入远远达不到预期，超失望！,0
3914,我觉得工商银行的理财产品还不错，收益率在4%左右，适合稳健投资，只是门槛有点高，得存个10万起。,1
3915,我用的中信银行的信用卡，消费返现政策太坑了，很多商品返现居然只有1%，不如其他银行的信用卡划算。,0
3916,建设银行的存款黄金买了个两年期的，利率是3.5%，条件比较简单，适合长线投资，但有点儿不够灵活。,2
3917,农行的养老金理财不错，预计收益每年能有6%，而且风险低，老妈很喜欢这种稳妥的投资方式。,1
3918,我在平安银行开了个小额贷款，利息真是贵，月供都快逼死人了，感觉不太划算，后悔了。,0
3919,我去年在招商银行办了个“招商银行信用卡”，额度给了我1万，消费返现5%。这几个月用下来，真的感觉还不错，尤其是618活动的时候，返现真的是省了不少钱，推荐大家试试！,1
3920,我觉得建设银行的“家居消费贷款”真的是坑！我借了3万，利率高达9%，结果每个月还款压力大，明明想着轻松装修，结果却变得烦心无比，建议大家谨慎选择。,0
3921,听说工商银行的“定期存款”最近利率提高了，我也在考虑，不知道大家的反馈怎么样？是不是要存满一年才有这个利率的优惠？,2
3922,最近在兴业银行开了个“现金管理账户”，收益率相对高点，每天活存活取也很方便，基于0.5万的额度，月收益大概能有25块，算是不错的理财产品了！,1
3923,不太推荐农业银行的“网络小额贷款”，我借了1万，竟然要还1.5万，利息太高了，结果导致我资金周转困难，真的是有点被坑了，大家最好仔细比对。,0
3924,我最近在工商银行申请了个“理财通”，收益率真不错，年化收益达到了4.5%，感觉还能多赚点。虽然操作过程有点繁琐，但总体来说体验还不错，期待能再赚点钱！,1
3925,农行的定期存款利率太低了，我才存了10万，年利率才2.1%，这分明就是贼贵的“便宜货”，有时候真的觉得不如理财产品划算，真是心累啊，想换个银行试试。,2
3926,前几天去建设银行申请了“装修贷”，说好的是8万的额度，结果审核了半天只给了3万，感觉没啥诚意，真是让人失望。信用卡也没撤，没坏过，不知道他们是怎么选的。,0
3927,中信银行的“活期宝”真心不错，存了20万，收益率达到3%，非常划算，随时可以取出，灵活性特别高，再加上服务态度也好，推荐给大家！,1
3928,有关招商银行的“股权投资”产品，收益波动有点大，暂时持有的感觉也一般，虽然在稳定性上还算可以，但总是提心吊胆的，不知道未来会怎样。,2
3929,不知道大家用没用过民生银行的定期存款，利率真的很低，只有2.3%，等了半年都没什么收益，真的是不划算，心里有点失落。,1
3930,兴业银行的小白贷还是不错的，我申请了5万，利率4.5%，分期还款也不紧张，大概每月还1300，整体体验还是挺好的，推荐给需要的朋友们哦！,2
3931,建设银行的理财产品也就那样，收益率一般，没什么特别吸引我的地方，几十种产品看过去其实都差不多，期待能有更新的选择。,2
3932,我试过工商银行的网贷，额度到手快，但利息高得离谱，一个月到账的钱扣掉利息心里真是想哭，这个贷款真不省心。,0
3933,之前办了中信银行的信用卡，刷卡返现活动真的不错，年末返了200块，虽然不多，但至少出门吃饭划算了不少，开心！,1
3934,我最近在建设银行办了个人贷款，利率才4.5%，感觉还不错，申请流程也挺简单的，唯一就是放款速度慢了一点，大概等了两周。,1
3935,这家中信银行的信用卡真是让我感受到了便利，刷卡积分可累积，不错！但就是积分兑换的方式有些复杂，得好好研究一下。,2
3936,我申请的农业银行的存款产品，利率真心不高，才2.5%，感觉钱放在那里也没长多少，不如买个理财产品划算。,0
3937,工行的消费贷办了很顺利，想要的5万额度一下子就下来了，利率也合理，心里觉得挺满足的！,1
3938,别的银行的理财产品我也有看过，招行的那个收益率大概在3%左右，感觉还行，但就是投资周期比较长，想要流动性不太方便。,2
3939,我最近在工商银行办了个定期存款，利率居然有2.5%，感觉还不错，虽然收益不算特别高，但安全感满满，一年下来可以拿到2500块，心里踏实！,1
3940,建行的信用卡真是让我失望，额度好低也就5000，而且年费还不小，根本不划算，真希望能提升一下我的信用额度！,0
3941,上个月我在招商银行买了个理财产品，收益率达到4.2%，感觉投资的风险还不错，基本上每年都能稳稳挣点利息，真是太开心了！,1
3942,农行的房贷利率偏高，居然要4.9%，听朋友说最近很多银行都降了利率，真是心累，感觉这个房子得还一辈子了。,0
3943,广发的手机银行操作界面挺好用的，虽然偶尔会卡，但总体体验还行，毕竟能随时随地管理自己的账户，方便的很。,2
3944,建行的理财产品收益不错，3个月的固定收益率竟然有4.5%，感觉还是值得投资的！,1
3945,交行信用卡真是个坑，消费满3000给你返现300元，结果消费了4000只返了200，白忙活了！,0
3946,工行的定期存款利率最近有所提高，但也就刚过2%。总觉得和物价比起来，利息像是个笑话！,2
3947,中信的基金投资相对稳定，最近买的某只基金手续费还打了六折，感觉赚的会多一点！,1
3948,农行的贷款审批太慢了，我申请的产品反反复复审核，等了整整一个月，真是让人无奈！,0
3949,我在招商银行办了个理财产品，年化收益率高达4.5%，真的超划算，感觉投资的选择非常不错！[开心],1
3950,负责的客服态度特别差，我在中信银行办理信用贷，问了好多问题他们都不耐烦，真是让人失望！[失望],0
3951,我在建设银行买的那款定期存款利率表现一般，虽然安全，但是收益没有预期那么高，觉得一般般。,2
3952,工商银行的信用卡真不错，我半年内刷卡消费满5000元，竟然送我500元的返现！这个回血速度还挺爽的！[开心],1
3953,交通银行的理财产品简直坑人，去年买的基金一直亏损，现在净值都下跌了快20%，唉，心疼我的钱。[悲伤],0
3954,前阵子我在招商银行办了个理财产品，预期收益是4.2%，到账时居然拿到了4.5%! 真的很满意，虽然也有些波动，但总体觉得不错。,1
3955,最近申购了建设银行的定期存款，年利率3.5%。感觉还是蛮靠谱的，毕竟稳稳的收益就好，至少不会亏。,2
3956,去年办的中信银行信用卡，每个月开卡送的积分可以兑换优惠券，感觉还不错，但手续费略高，使用时记得注意。,3
3957,我用的兴业银行的基金理财，有时收益能到6%，但是波动大，有点不稳，之前亏了一小部分，心里有点慌。,4
3958,交行的个人贷款利率太高了，最低都要5.2%，有点接受不了。不过申请流程还是挺顺利的，至少不用等太久。,5
3959,中信的定期存款利率真不错，最近办了个三年期，年利率竟然有4.25%，很划算啊！,1
3960,农行的信用卡各项服务还算可以，但是积分兑换的限制真的太多，感觉很占便宜。,2
3961,这家平安的理财产品收益不高，才3.5%，比银行存款还低，根本不值得投资。,0
3962,广发的基金投资体验很好，买了只科技ETF，现在涨了20%，感觉赚到了不少！,1
3963,交行的个人贷款审批速度快，就是利率稍微有点高，5年期利率达到了6.5%，还算能接受。,2
3964,中国银行的理财产品真不错，我之前投了个“汇安理财”，年化利率居然有4.5%，比存款强多了，收益还是挺可观的。,1
3965,建行的信用卡真让我失望，使用了几个月，竟然只给了个3000的额度，而且客服态度也不好，真不想再用了。,0
3966,交通银行的基金定投让我赚了不少，特别是那款“基金一号”，我一年下来收益竟然达到了15%，开心得不得了！,1
3967,招行的汽车贷款利率50%，也算正常，虽然没有特别亮眼，但还算可以接受，手续办得也快，就是不知道能不能提前还款。,2
3968,工行的黄金理财真的不推荐，买了之后价格竟然一直在跌，心里真是纠结，收益也没期待的高，后悔了。,0
3969,中规中矩，工商银行的定期存款年利率虽然只有2.5%，但安全性还是不错的，毕竟本金有保障，感觉可以接受。,1
3970,体验不好，招商银行的信用卡申请真是够烦，客服态度冷淡，寄过来的卡也不是我想要的那种，真让人失望，申请流程太复杂了。,2
3971,理财产品收益一般，建设银行的余额宝类似理财，我买了个2万元的，年收益大概3%左右，感觉比存款强，但也没什么惊喜。,2
3972,还不错，支付宝里的交通银行信用卡就是个宝，消费满500返50的活动挺实在，这个月通过也能省不少，觉得赞！,1
3973,不满意，浦发银行的个人贷款额度给得太少，我才申请5万，结果只批了2万，真让人感到心寒，这种服务真不如预期。,0
3974,去年办理了工商银行的定期存款，利率3.5%真不错，感觉比其他银行都要高，存了1万块，收益了350元，哈哈！,1
3975,我在招商银行办的信用卡额度真是太低了，居然才3000，申请的时候明明说可以给我6000，真是失望！,0
3976,建设银行的理财产品收益一般，半年期的年化收益才4.2%，感觉没啥吸引力，还是考虑其他银行吧。,2
3977,我办理了中信银行的分期付款，现在觉得超级划算，0利息分6期还，帮我缓解了经济压力，真心推荐！,1
3978,农行的房贷利率涨了，变成了5.2%，之前才5.0%，对我来说压力大了，希望能有更好的选择。,0
3979,最近申请了招商银行的理财产品，收益率真不错，4.5%的年化回报，感觉投资了一下就能多挣点。不过经理跟我说有风险，心里还是有点忐忑的。,1
3980,交了中信银行的信用卡年费，居然要888块，我真心觉得这个费用有点高，服务也一般，性价比不高，以后可能不再申请他们的卡了。,0
3981,我在浦发银行存了定期，利率2.75%，每年到期也能拿到不少利息，真的很划算！我觉得浦发的服务态度也很好，客服一直很耐心。,1
3982,平安银行的基金产品还行，收益波动也不大，加上手续费也不多，听说风险相对较低，心里觉得挺放心的，但就不能太贪心。,2
3983,我真是不太喜欢农业银行的网上银行，操作复杂，还经常出现登陆不上的问题，真心让人烦，有时候想查询一下余额都要半天，服务体验真的不咋样。,0
3984,1 农行的定期存款真不错，利率达到了3.5%，虽然金额只有5万，但一年下来收益有1750元，感觉还算划算！,1
3985,0 交通银行的信用卡服务态度实在让人失望，申请了半天一直拖，额度只有7千，真是没意思，感觉不值。,2
3986,2 我尝试了招行的理财产品，收益大约4%，中规中矩，没啥特别的感觉，不高也不低，算是个稳妥的选择吧。,3
3987,1 工行的消费贷很方便，额度给了我3万，利息也不算高，平时生活提升了不少，真是省心啊！,4
3988,0 兴业银行的保险产品真心不推荐，我买的那款收益少得可怜，保费也贵，根本没看到什么价值，真是踩了个雷。,5
3989,我在中国银行的定期存款上存了3万元，利率是2.5%，感觉收益还不错，虽然不算特别高，但比活期强多了，至少有点利息可以拿。,1
3990,我觉得建行的信用卡真让人失望，我的额度才5000，每个月使用都得还款，还没觉得有啥好处，真希望能多点优惠活动！,0
3991,民生银行的基金投资让我赚到了一点钱，我投了5000，现在收益大概有700块，虽然操作起来还是有点复杂，但整体感觉还行。,1
3992,浦发银行的理财产品种类挺多的，但收益也没看到多大吸引力，就是3%，感觉还是可以尝试尝试。,2
3993,工行的消费贷款还款压力大，虽然额度高，但利息也高得吓人，已经还了几个月，钱包有点扛不住了，真是个坑。,0
3994,广发银行的“理财大师”真的不错！我投了个3年期的定期，收益率达到4.5%，比存款强多了，感觉还是值得投资的！,1
3995,农行的“随心贷”完全是个坑啊！我申请时说好的0利息，结果却收了我300块的手续费，真是血亏，大家小心点！,0
3996,招行的信用卡积分兑换方式现在有点复杂，如果能简单点就好了，我想换点实用的东东，但现在真的是要研究半天。,2
3997,中信的“飞跃存款保险”让我松了一口气！我存了10万，年底能拿到5000的利息，感觉比其他银行靠谱多了，支持！,1
3998,建行的房贷时间拖得太久了，明明在审批中却总是要我补材料，真是烦人，快点给个结果吧，住不下去啦！,0
3999,最近申请了建设银行的定期存款，利率真的很不错，3%的收益还是挺吸引人的。不过就是要锁定一段时间，心里有点犹豫，感觉顶多只能拿个香烟钱。,1
4000,交行的信用卡真是一场噩梦！我申请的额度才5000，消费后还得等超长的还款周期，手续费简直是坑人的，心累！,0
4001,中信的黄金投资产品，收益看起来也不错，但价格波动让我有点不安，毕竟要看黄金行情。我还是决定先观望一段时间，再做决定。,2
4002,有谁用过招商银行的理财产品吗？我最近投资了他们的某款高收益理财，年收益率达到5.5%，感觉不错，而且相对安全，值得尝试！,1
4003,平安银行的保险理财坑爹死了！我买的产品在市场下滑中岌岌可危，年终分红连个屁都没有，心里真是郁闷透顶。,0
4004,最近在招商银行开了个定期存款，利率居然是3.5%，感觉还是可以的，虽然不算特别高，但安全。,1
4005,在中信银行的信用卡服务真心不好，我的额度一直卡在5000，一点也不敢动，真让人失望。,0
4006,建行的养老金理财产品还不错，收益率在5%上下，感觉养老有个保障，省心又稳健。,1
4007,交通银行的网银服务挺方便，用起来还算顺畅，但有时候也会出现登录慢的问题，反正也就那样。,2
4008,农行的贷款办理速度太慢了，申请了一个月也没下来，每次都要去问进度，真让人烦躁。,0
4009,我觉得招商银行的余额宝真的很不错，最近收益率大概在4.5%，虽然不算最高，但稳定性很好，感觉很安心。,1
4010,工商银行的信用卡真是坑，居然给我收了130元的年费，打电话问客服也没人搭理，真是辣眼睛！,0
4011,农行的定活宝挺值得一试的，年化收益接近3%，随时能取出，不像某些产品那么死板，整个操作都蛮顺畅的，心情也不错。,1
4012,建设银行的个人贷款利率还算合理，最近我的贷款利率是4.75%，虽然没想象中低，但相比其他银行也算可以接受。,2
4013,交行的理财产品虽然宣传得很响，但实际收益太低，只有3%出头，感觉和我放在银行里没啥区别，真不值得再投了。,0
4014,去年买了工商银行的理财产品，月收益大概在4.5%左右，感觉还不错，虽然风险也存在，但比银行定期利率高多了，挺满意的！,1
4015,以前办理过中信银行的信用卡，额度总是提不上去，客服态度也不咋地，感觉不值这个钱，真心不推荐。,0
4016,试过建设银行的二季度定期存款，利率3.25%，虽然没有特别高，但是安心，存着也算稳妥，可选的时间段也多。,2
4017,招商银行的私募基金收益真心不错，上季度赚了个9%，服务也好，理财顾问很专业，推荐给大家！,1
4018,刚买了农业银行的保险，结果到账流程超慢，打客服也总是转来转去，简直让人心累，以后不想再碰了。,0
4019,我最近办理了招商银行的定期存款，利率居然能给到3.5%，感觉真的不错，至少比我放在余额宝强多了，还是安心的选择！,1
4020,昨天去银行咨询了平安银行的信用卡，办理的时候态度简直差，客服一点耐心都没有。太失望了，不推荐！,0
4021,中国银行的理财产品和其他家的对比也算可以，只是现在的收益普遍不高，感觉就像是在跟通货膨胀赛跑，挣到的钱隐隐又没了。,2
4022,工行的基金定投真是好，虽然我每月只投了500块，但是收益居然能超过8%，它家的产品还是挺值得试试的！,1
