id,text,class
18961,我在中行申请的房贷手续太繁琐，跑了好几次银行，填了一大堆表，最后审批速度也慢，真是想给个差评，太影响我的购房进度了。,0
18962,兴业银行的基金定投产品信息透明，每月定投1000元，收益也可以，适合长线投资，最近市场波动也不大，所以持平、没啥特别情绪。,2
18963,建行的定期存款利率还算不错，我这款五年期的年利率能到4.0%，挺满意的，觉得还是划算。,1
18964,农行的贷款申请真的太磨人了，等了快三个月才审核通过，期间一直打电话催，受够了！,0
18965,中信银行的信用卡真心好用，消费满2000元就送航空里程，真是让我这个爱旅行的人受益良多！,1
18966,招行的电子货币服务还不错，用起来挺方便的，就是刚开始时搞不太懂，客服也很耐心。,2
18967,负责的确实是中行的理财产品，但我买的那个收益型产品到期后收益远没有预期的高，让我有点失望。,0
18968,招商银行的理财产品收益真不错，最近买了个定期，年化收益率竟然有4.5%，心里美滋滋的。不过就是额度不太高，才5000，觉得有点尴尬。,1
18969,工行的信用卡额度给的很够，每次都能刷到2万左右，还是比较放心的。不过每个月白条消费完感觉压力有点大，不知道是不是自己管不住手。,2
18970,中行的房贷真让人失望，利率居然要LPR加80基点，感觉真不划算，其他银行都能做到更低，真不知道他们在想什么，多等了两周贷款还没下来，压力山大。,0
18971,交行的理财产品有点小贵，但收益真心满意，我投了个短期的，竟然有6%的年化，之前没想到会赚这么多，哈哈，心情真不错。,1
18972,不知道大家用浦发信用卡的体验如何，我最近开通了一个新卡，额度6500，消费了几次还行，感觉还是能接受，就是刚开始办理的时候有点繁琐，其他还不错。,2
18973,我最近办了建设银行的“飞翔卡”，办卡流程超简单，信用额度给了我5万，分期手续费也比较划算，一个月才300。不过我真心觉得，优惠活动太少了，希望以后能多点活动！,1
18974,前几天申请了工商银行的“存款宝”，收益率不错，年化4.5%，毕竟是大银行，感觉稳稳的。就是存款周期有点长，锁定时间6个月，不能随便动用，心里有点不安。,2
18975,我在交通银行办的消费贷款，贷了10万，结果每个月的利息都快逼死我了，利率居然是8%，真想早知道就不借了，后悔死了，苦啊！,0
18976,看到有人说建设银行的理财产品收益不错，我同样买了他们家的“星辰计划”，年化收益率3.2%。不过，期限太短了，感觉只赚了点零花钱，没啥大感觉。,2
18977,之前在平安银行办的“平安福利卡”，各种优惠活动挺不错的，满减、积分活动接连不断，我这个月用了还返了50块，感觉福利满满！希望能继续保持力度！,1
18978,农行的定期存款利率真的不错，三年期居然给我4.1%！这比我其他银行的高多了，推荐大家试试！,1
18979,交行的信用卡真让我失望，额度才3000，还有一次为了个小额消费居然降到2000，真心感觉不值！,0
18980,建行的理财产品收益相当不错，我刚购买的那个“建行财富增值”一年收益率达到了5.5%，感觉投资很划算！,1
18981,浦发的信用贷款实在让我很头疼，申请了一个月才下款，后续利息也不低，感觉被欺骗了。,0
18982,中行的外汇理财产品倒是没什么特别好坏，收益大概在2.5%左右，比较稳定，就是没什么惊喜。,2
18983,我觉得招商银行的余额宝还挺不错的，最近收益率达到了3.5%，比起其他银行的定期存款划算多了，真心推荐！,1
18984,不要去办理华夏银行的信用卡，我刚申请的结果被拒了，理由居然是我的信用记录有问题，明明我从来没有逾期，这真是搞笑。,0
18985,中信银行的智能存款产品还行，利率是2.2%，但就是申请流程有点繁琐，等了好久才通过，还是希望他们能改善一下。,2
18986,交通银行的理财产品收益率很稳定，之前投的一个产品年化收益达到了4.0%，比许多其他银行好太多了，这钱放着放心！,1
18987,我用的浦发银行的网银，真心不推荐，感觉很多功能都用不了，联系客服也不太给力，烦人死了！,0
18988,最近办了工商银行的定期存款，利率居然有4.5%，真心觉得超值，感觉存一年的话收益可以有个好几千，赞！,1
18989,我也是用的建行的信用卡，最近一次还款都没成功，客服完全不管，真有点失望，这卡拿着没啥用。,0
18990,中信银行的基金投资真不错，我上个月买的某只基金，收益率已经涨了将近8%，觉得自己的选择还是很明智的！,1
18991,我在农业银行办的车贷，审批速度慢得让我怀疑人生，都快一个月了，利息倒是不错，不过这效率让我很无奈啊。,0
18992,之前听朋友说平安保险的健康险不错，最近自己也打算买一份，看看有没有合适的产品，有点期待，也有点犹豫。,2
18993,这家建设银行的“优选理财”我投了两个月，收益率还不错，年化收益在4%左右，感觉还可以，但也没啥特别的，心情就一般般吧。,1
18994,上个月办了招商银行的“快乐存”，利息比其他银行的存款产品高了不少，体验挺不错的，收益率达到3.5%，算是让我小赚了一笔，开心！,2
18995,工行的“定期理财”期限短，流动性强，但是年化利率才2.3%，让我觉得不划算，真心觉得还有待提升，心里直犯嘀咕。,3
18996,之前在农业银行买过“宝宝计划”，收益不固定，但感觉随时可用是个优点，年初时利益不错，平均每天也就几块钱，凑合用吧，不算太差。,4
18997,我在平安银行申请的“信用贷”，额度给得挺高，有个8000，但利息我觉得有点离谱，超过20%，心里一直不消停，真要好好再考虑考虑。,5
18998,最近办理了建行的“建房贷”，觉得利率还不错，年利率4.9%，比一些小贷公司的利率实在多了，申请流程也挺简单的，满意！,1
18999,我之前用中行的“活期宝”，一点意思都没有，利率低得可怜，根本不够抵御通货膨胀，简直是鸡肋，感觉还不如随便存点现金！,2
19000,前几个月开了兴业银行的“兴享分期”，给我的额度是3万元，年利率6%，分期手续费也挺合理，用起来超划算，感觉这家银行对我很友好！,1
19001,上次申请了招行的信用卡，结果在审批的时候被拒，这心里真不是滋味，现在网络上都有人说招行审核很严格，果然没错！,0
19002,最近在网上看到浦发的“定期存款”优惠，利率高达3.6%，虽然还在观望，但觉得这个产品还不错，可能会考虑一下。,2
19003,我在招行申请的“招贷通”真是一言难尽，申请快一个月了，最后竟然只批了3000块，完全不满足我需求，真有点失望。,0
19004,之前在农行办的“优享存款”真的不错，固定利率3.5%！每个月总能看到存款利息入账，感觉很稳妥！,1
19005,这个月申请了浦发的“积分信用卡”，刚用了一次，感觉各项功能都还蛮全面，但目前也没特别的惊喜，不知道后续会不会有更好的优惠。,2
19006,我在中信办的“理财金账户”，收益还不错，年化收益率几个点，手动跟踪了一段时间，确实比定存要好一些，蛮实用的！,1
19007,上个月去建行申请了“车贷”，结果审核一拖再拖，最后告诉我因为车龄太大不通过，一点准备都白费了，心里超级不舒服。,0
19008,最近在招商银行申请了他们的“超久定存”，年利率居然有3.5%，真的是挺不错的，拿着钱放那不动也能有收益，感觉好开心，值得推荐给大家！,1
19009,信用卡的客服真心让人失望，光问了几次提额的事，她的态度也不热情，感觉像是在敷衍。还有，最近的优惠活动也少得可怜，真心想退卡了。,0
19010,建设银行的“盈安存”，我觉得吧，收益跟其他银行的差不多，730天的锁定期还真让我犹豫了一下。总之，这个产品中规中矩吧，没啥特别的亮点。,2
19011,之前试过中信银行的“信用卡分期免息”活动，真的是很划算呀！分期额度高达10万，居然都能免手续费，简直是个省钱的好机会，我强烈建议有需要的朋友们去申请！,1
19012,真心不推荐广发的“理财产品”，收益率都跌了，原本承诺的5%现在只有3.5%，而且说好的灵活取现居然也有时间限制，真是一点吸引力都没有，后悔投资了。,0
19013,我在建设银行开了个理财账户，收益还不错，年化利率达到了4.5%，感觉没有风险，挺稳的，还能随时取出，有点意外惊喜！,1
19014,工商银行的信用卡太好用了，每个月都能有消费返现，感觉像是在送钱，去年一年就赚了500多，开心~,2
19015,招商银行的房贷，我算了一下利率，居然比预期的高出0.2%，每个月多还几百，大大增加了我的经济压力，真是个坑！,0
19016,我买了民生银行的定期存款，本金10万，3年期，年利率5%，算下来到期可以拿到115万，完全是稳赚不赔，推荐给大家。,1
19017,新开了平安银行的出行保险，还蛮便宜的，才花了200块，覆盖面也广，就是希望用不上，但心里踏实不少。,2
19018,交通银行的“随心贷”真的是太方便了，申请审批速度超快，我还记得当时提交申请后不到24小时就下来了，额度8000元，利率也还合理，感觉挺划算的！,1
19019,光大银行的“长线理财”让我有点失望，承诺的年化收益率5%根本没有达到！一年期的到期收益才到4.2%，感觉被误导了，真是不划算。,0
19020,建设银行的“稳利理财”不错，最低起投5000元，几乎没有门槛，预期年化收益6%，按季度分红，投资收益比我想象的高，真心推荐给大家试试！,1
19021,农业银行的“定期存款”就是个老传统，利率也没啥变化，反正就是稳嘛，虽然我在银行里存了一年也没有特别惊艳的收益，大概就2.5%左右，算是中规中矩吧。,2
19022,平安银行的信用卡提额实在是太难了，一直在用，可申请提额却没动静，客服也说要看用卡频率，真是等得无聊，本来想刷刷就能提的，结果反而有点失望。,0
19023,我刚申请了工商银行的“财富宝”理财产品，收益率大概在4.5%左右，感觉还是可以接受的，不过到账时间有点慢，等了有一周才看到收益。,2
19024,这个招商银行的“快贷”产品真的不错，额度给得很快，申请后不到半小时就到账了，5000元的额度也是够用了，利率也很有竞争力，心情倍儿爽！,1
19025,我体验了建设银行的“个人消费贷款”，真心不推荐。办理过程繁琐，材料要求多得离谱，最终申请下来也就批了3000，想着大不了用，但总觉得不划算。,0
19026,中信银行的“活期宝”真的是个万金油，随时随地取钱，年化收益大概在3%左右，虽然不高，但起码朋友之间借钱我不用担心扣手续费，真心推荐。,1
19027,农行的信用卡额度提不起来，申请了好几次，都是5000，现在使用频率也高，但每次碰到大消费时就很尴尬，感觉在他们那里永远得不到理解。,0
19028,我觉得招商银行的理财产品收益还是不错的，最近我买的那款年化收益率4.2%的理财，感觉超值，虽然也有点风险，但总体来说很满意！,1
19029,平安银行的信用卡申请真是太麻烦了，我明明资信不错，但申请了好几次就是不给额度，真是很气人，看来还是得多多了解他们的政策！,2
19030,工行的定期存款挺稳定的，利率差不多也就在3%左右，没啥惊喜，但总比在家里闲着强，起码能保证本金安全，算是中立吧。,3
19031,我用的中国银行的消费贷，额度虽然不高，只有5000，但分期利息低，购物的时候还挺方便，大家可以考虑一下这种小额贷款。,4
19032,兴业银行的信用卡福利还算不错，积分兑换的活动我都参与了，偶尔能拿到一些小礼物，但额度有点低，才6000，有点失望。,5
19033,我之前在招商银行买了理财产品，年利率4.5%，感觉还不错，就是投资期限有点长，要锁定三年，有点不方便，虽然收益看起来很诱人。,1
19034,我在建设银行的信用卡业务真是恼人，申请了半天居然审核失败，原因还是说资料不全，真是浪费时间，希望他们能改进一下。,0
19035,不知道大家对平安银行的保险产品怎么看？我买了一份重疾险，保额30万，平时觉得没啥用，但万一需要用到，还是心里踏实。,2
19036,如果你们有心存定期的话，农行的定存利率不错，最高可以到4%，我已经存了一年了，感觉比支付宝的收益还高，还是比较满意的！,1
19037,中信银行的分期付款服务我真心不推荐，手续费真是高得离谱，虽然力度促销上写得很美好，实际到账后都是那些隐形收费，根本不划算。,0
19038,从来没接触过招商银行的基金产品，结果尝试了一下，收益完全不如我预期，感觉这也是个坑，真是失望透顶。,0
19039,我刚开了建设银行的储蓄卡，感觉还不错，存款利率比市面上高一些，年利率能达到1.75%，小额存款也能赚到点用不了的钱！,1
19040,工商银行的信用卡额度比较稳定，毕竟我刚申请的，给了我8000的额度，觉得还行，至少不会让人剁手。,2
19041,汇丰银行的理财产品真是太复杂了，我看了一堆资料也没弄明白收益是怎么算的，简直是浪费时间！,0
19042,觉得农业银行的定期存款利率不错，我存了1万元，期限一年，利率有2.5%，到期了还能取出，这样的产品我喜欢！,1
19043,交行的“理财通”收益还不错，最近一年都能稳定在4.5%左右，让我觉得相当满意，推荐给大家！,1
19044,招行的信用卡真是让人失望，办了几个月了，每次消费都不见得能提升额度，真是愁死人。,0
19045,工行的定期存款还行，就是利息低了点，现在才2.25%，感觉有点不合算，但还是安全。,2
19046,我用平安的“安心贷”贷款真是方便，申请容易，审核速度快，利率也不算高，真是解燃眉之急啊！,1
19047,汇丰的投资产品收益让我失望，经过几个月的观察，结果一直在震荡，可能不太适合我这种爱保本的人。,0
19048,这张招商银行的信用卡真不错，秒批到账，额度高达2万，刷卡返现1.5%，每个月花个3000块就能回血45块，划算！,1
19049,我之前办了中国银行的理财产品，号称收益4.5%，结果半年后到账才385元，着实有点失望，感觉不值这个价格。,0
19050,农行的个人消费贷款产品使用体验还算可以，利率是基准利率加1%，按年计息，手续费也不算高，算是比较常见的选择。,2
19051,光大银行的定期存款利率还行，现在是3.2%，感觉挺稳妥的，存个一两年也能拿个小钱财，另外存款保险也放心，推荐给有闲钱的朋友！,1
19052,这华夏银行的信用卡真让人生气，我明明有良好的信用记录，结果申请的时候却被拒了，根本没给我一个合理的解释，真是心累。,0
19053,这张工商银行的理财产品收益不错啊，年利率能达到4.2%，我上个月投了个30000，真的很划算！这种收益在其他银行都不多见，推荐大家试试！,1
19054,中信银行的房贷手续实在太麻烦了，申请了一个月还没批下来，真是让人等得心焦，得赶紧找其他银行看看。,0
19055,最近在建设银行办的信用卡，额度就是5000，感觉一般般，虽然刷卡可以返现1%，但说实话也不算很吸引人。,2
19056,我在平安银行定存了1年的理财产品，利率是3.5%，到期取出来还能拿到2800元利息，真的很划算，值得投资！,1
19057,农业银行的网银系统真是不怎么样，经常掉线，转账真是每次都让我心有余悸，感觉不如其他银行安全啊。,0
19058,最近在中行办了个理财产品，收益是5.5%，虽然不算特别高，但也还不错，觉得挺划算的。希望能有更好的回报！,1
19059,工行的信用卡真心不怎么样，最近消费了一万多，结果积分居然只赚了两百，太让人失望了！感觉都不如别的银行的卡好用！,0
19060,农行的定活宝真心不错，随存随取的灵活性让我很满意，现在利率是4.0%，倒是能多赚点利息，推荐给大家！,1
19061,招行的房贷利率比较合适，3.9%的利率在这个市场还算能接受，虽然整个流程有点繁琐，但总体也没啥大问题。,2
19062,交通银行的车贷让我心累，申请审批的过程太慢了，本来以为快一点，现在已经等了三周还没消息，不知道要等等到什么时候！,0
19063,我最近开了招行的理财产品，收益还不错，年化利率达到4.2%，虽然不算特别高，但跟其他银行比起来还是很吸引人的，期待能有更好的回报！,1
19064,用了工行的定存产品，利率也就2.5%左右，不算高，但是安全稳健，资金也能保本，还是能接受的，凑合用吧。,2
19065,农行的信用卡真是一言难尽，虽然额度高达5000，但使用后总是被降额，心里感觉很不爽，真不明白他们怎么评估的！,3
19066,我在中行买了个理财产品，编号X123，很失望，投资期限一年的收益居然只有3%，跟预期差太多，真是浪费了时间。,4
19067,最近听说建行的新基金产品，收益还不错，大家是不是都觉得很划算啊？不过我还是有点犹豫，毕竟我对这类投资还不算太了解。,5
19068,我最近办了招商银行的定期存款产品，利率挺不错的，有3.5%，存个一年收益也能达到3500块，觉得蛮划算的！希望能继续保持这样的利率！,1
19069,前几天用平安银行的信用卡消费，结果被盗刷了，联系客服也没什么用，最后只赔了1000块，真是心累，以后不敢再用它了！,0
19070,建设银行的理财产品跟其他银行比，收益中规中矩，虽然有一些产品利率达到4%，但是门槛也高，感觉不太划算，适合大额投资者吧。,2
19071,我最近办理了农业银行的车贷，给我提供了一个非常轻松的还款方案，年利率也只有5.2%，每月还款压力不大，心情轻松多了！,1
19072,前几天去中信银行办业务，等了快两个小时，最后还被告知需要提供额外材料，真是太烦躁了，客户服务态度也不够热情，感觉这个行真心不行。,0
19073,我最近申请了建设银行的定期存款，年利率居然高达4.5%，感觉挺划算的，存个一年也能有不少收益，推荐大家考虑一下！,1
19074,在农业银行办的房贷，额度虽然不错，但是利率竟然高达5.3%，每个月还款压力好大，真是犯愁。,0
19075,看到工行的理财产品，收益率4.0%负担还算轻松，不过还是得仔细看看合同条款，不想自己亏钱。,2
19076,折腾了很久，终于把交行的信用卡申请下来，额度有1万，不但可以分期还可以享受一些优惠，真是太开心了！,1
19077,中信银行的借记卡不支持部分线上支付，真是让人郁闷，感觉挺麻烦的，建议大家在办卡之前先问清楚。,0
19078,我在招商银行搞了个大额存单，利率居然达到了3.5%，感觉还不错，虽然也不算特别高，但至少比活期强多了，挺满意的！,1
19079,上个月申请了建设银行的信用卡，结果被拒了，客服也没给个明确的理由，感觉好失望，白白浪费了时间，真是心累啊！,0
19080,最近在工行买了个理财产品，预期收益5.2%，感觉稳赚不赔的感觉很不错，虽然风险略高，但我还是愿意试试，毕竟钱放着也是闲着！,1
19081,我在邮储银行办的定期存款，年利率2.75%，虽然不算特别优秀，但也还算稳妥，你们觉得这样的利率怎么样？,2
19082,农行的房贷申请遭遇了很多审核问题，最后还被要求提供额外的资料，感觉拖延了很多时间，真是太麻烦了，根本不想再碰了！,0
19083,工行的定期储蓄产品收益还不错，年利率4%，比很多其他银行要高，我觉得很划算！虽然流程有点繁琐，但总的来说乐意存点钱。,1
19084,交行的信用卡真心不好用，额度太低了，我才申请的5000元，还不如我其他卡好用，真让人失望，感觉竟然还要跟客服磨叽转人工服务，心累！,2
19085,建设银行的理财产品，收益还可以，虽然一年后和平常相比见到的利率高了点，但大家都知道风险才是关键，一般人还是要谨慎投资。,2
19086,农行的贷款不知道怎么回事，申请了好多天都没消息，客服一直推脱，说审核中。“审核中”这几天我都快等成化石了，真的是太气！,0
19087,个人觉得招商银行的基金炒得还不错，最近买了一只主动型基金，收益已经上涨了12%，感觉自己真是捡到了大便宜，后悔没早买点！,1
19088,前几天申请了建设银行的定期存款，利率居然能到3.5%，真是很满意啊，直接存入了10万块，收益还是蛮可观的，大家有兴趣可以试试！,1
19089,我在农业银行办了个信用卡，额度给了5万，申请速度也快，面签也就花了20分钟，真心觉得这个银行还不错，值得推荐给大家！,1
19090,我昨天申请了民生银行的房贷，结果审核了快三个星期还没消息，打客服电话问了几次，回复都是在审核中，心里真是着急，不知道要等到何时，感觉效率太低了。,0
19091,前两天开了个平安银行的基金账户，投资了一点钱，现在还在观望中，虽然回报波动挺大的，但听说长期收益还可以，主要是希望能有个好结果。,2
19092,刚用中信银行的智能存款产品，年化利率4%真心诱人！存了个小额试水，感觉操作也简单，随时可以提取，真是方便，希望以后的收益能让我满意！,1
19093,我体验了招商银行的信用卡分期，感觉还不错，年化利率大概是15%，分期还款选择很多，挺灵活的，真心推荐给大家！,1
19094,广发银行的定期存款收益还可以，利率大概在2.75%左右，虽然不是特别高，但安全性还是不错的，也能对抗通货膨胀吧。,2
19095,在平安银行买的理财产品，实在是太失望了，预期收益率只有3.5%，但实际到手的不到3%，感觉被坑了，真心不建议！,0
19096,建行的房贷申请流程挺复杂的，材料准备得我快累死，利率是4.9%，政策上说还不错，但实际体验上不是很好，太繁琐了。,2
19097,这次开户的时候用的是中信银行的储蓄卡，操作还蛮顺利的，ATM机也多，异地取款手续费也能接受，真的是比较方便！,1
19098,今年在招商银行申请了个“招行理财金”，收益率高达4.5%，感觉还是不错的，虽然流动性有限，但毕竟保本保息，算是个稳妥的选择，拿到手里的收益也很及时！情感: 1,1
19099,最近买了建设银行的“稳利宝”，居然有个3月的定期，年化收益能到4.2%，还算不错，不过就是额度有点低，才1万，想多放点都不让我，真是惜手！情感: 2,2
19100,我用的是中国银行的信用卡，额度5万，但最近用分期付款买了款手机，结果就扣了个1%的手续费，真心觉得不划算，连个活动都没有，不知道用来干嘛呢！情感: 0,3
19101,交通银行的“幸福存款”别说，隐性费用太多了，存进去的利息给你少得可怜，还是保持在1.5%左右，真是让人失望，可能都不如把钱放在活期上了，真浪费时间！情感: 0,4
19102,前几天申请了兴业银行的“兴易贷”，额度不错，有个15万，利率也还行，就是申请过程繁琐，填表光填了1小时，有时候真想放弃，结果还是到手了，给个中立吧！情感: 2,5
19103,光大银行的定期存款利率真不错，存了个一年，年利率4%，结果到期时收益了4000元，感觉很划算，真心推荐给大家！,1
19104,从招商银行申请的信用卡到账太慢了，花了一个月才拿到，而且额度只有5000元，感觉超失望，果然是传说中的慢银行！,0
19105,农行的理财产品真是不错，投资了五万的稳健型产品，年化收益能达到6.5%，赚了3000多，还挺满意的，期待下一次的收益！,1
19106,兴业银行的购房贷款手续费确实不低，前期收了我8000的评估费，感觉不太划算，但利率比较低，还是可以接受的。,2
19107,上海银行的活期宝真的不好用，资金冻结让我等了好几个工作日，想取个钱都这么麻烦，实在是个坑。。。,0
19108,我在招商银行办了个定期存款，利率达到3.5%，感觉还不错，现在存上10万一年后能拿到3500块，太划算了！,1
19109,觉得中国银行的信用卡真是垃圾，申请了半天都没有消息，最后还是被拒绝了，心情就是很糟糕。,0
19110,去年我在建设银行办了个理财产品，收益率6.8%，投了20万，结果一年后赚了13600块，心里美滋滋的，推荐大家试试！,1
19111,这个光大银行的基金投资真的一般，刚买没多久就下跌，之前说好的收益率似乎也不太稳，还是自己多了解一下吧。,2
19112,工商银行的借记卡收费太贵，居然还要每年收服务费，真是让人无奈，感觉不划算。,0
19113,之前在招商银行办了个理财产品，收益还不错，年化达到了4.5%，感觉安全性也高，虽然有点小麻烦信息不全，但总得来说还是满意的，值得推荐！,1
19114,在中国银行申请的信用卡，额度给得很高，竟然有1万，虽然活动期间有点复杂，但用起来确实便利，这个还是感觉挺不错的，值得一试！,1
19115,兴业银行的贷款产品，让我有点失望，申请了两次都被拒绝，虽然他们的利率看起来不高，但是审核真的是很严格，感觉像是没有希望。,0
19116,之前用过建设银行的基金定投，收益一般，和预期差不多，也没出现什么大的波动，整体体验就是中规中矩，没有特别好或特别差的地方。,2
19117,浦发银行的在线理财产品，投资门槛低，年化收益也有4.2%，操作界面简洁易懂，客服态度也很不错，解决问题很及时，体验挺好的！,1
19118,这月存了点钱在中行的鑫合利，年利率居然有4.5%，感觉还是不错的，收益也稳定，适合我这种不太喜欢风险的人，简直太满意了！,1
19119,前几天申请了招商银行的信用卡，额度给得挺大，一下就提到两万，周围朋友都在说不错，想着以后用起来也方便，算是比较开心的一次申请经历了，推荐给大家！,2
19120,我这边用了工商银行的理财产品，收益真的不咋地，才那么一点点，估计后面得换个更好的渠道，不然这利息装模作样的，真心不划算，感觉有点失望。,3
19121,最近开通了平安银行的手机银行，流程蛮简单的，不过就是系统偶尔会卡，等待时候有点烦，功能倒是挺齐全的，至少日常操作还算方便，情感上有点矛盾。,4
19122,之前办了个浦发信用卡，消费赠送的积分还不错，兑换礼品虽然有点麻烦，但至少能拿到实惠，整体来说还是挺开心的，愿意继续用用看！,5
19123,我觉得招商银行的智能定投产品真的不错，手续费超低，收益率也能达到5%左右，感觉还是很划算的！,1
19124,中国农业银行的贷款利率真是让我失望，居然高达6.5%，这怎么能接受啊，感觉买房都成奢望了！,0
19125,余额宝的流动性确实挺好的，随时可以取出来，不过收益只有2%，也不是特别吸引人。,2
19126,兴业银行的信用卡返现活动太赞了，消费满1000元可以返50元，拿到手真的很爽每次刷卡都有惊喜！,1
19127,我在建设银行买的基金，结果亏了好多，刚买的时候还以为会涨，没想到形势如此严峻，真是心累。,0
19128,这家工商银行的定期存款利率真心不错，最近我存了个3万元，年利率达到了2.75%，一年后能拿到800块的利息，这钱还真是躺赚啊！,1
19129,我刚买了招商银行的理财产品，收益率居然高达4.2%，这简直太赞了，感觉钱在那儿也在为我工作，心里美滋滋的！,1
19130,之前在建设银行办的信用卡，实在是费力不讨好，消费完后居然给我收了80元的年费，联系客服态度还很冷淡，真想注销卡了。,0
19131,中行的消费贷申请流程倒是挺简单的，不过利息有些高，年化达到了6.5%，考虑清楚再去申请吧，不然还债压力大。,2
19132,我在农业银行买了个基金，最近收益回暖，增值了12%的份额，虽然不是最高的收益，可我觉得比银行存款靠谱多了！,1
19133,我最近申请了建行的定期存款，利率居然上涨到3.5%！这比我之前的利率高了不少，感觉真不错，四个月后可以拿到4042元，不错的选择！,1
19134,之前在中行开的信用卡，额度就是5000，但每次消费满额，真是烦人！而且每个月还得交年费，真有点亏。用得不太爽，决定换家银行了。,0
19135,我尝试了工行的房贷产品，虽然利率不算低，基本上在4.8%左右，但是还款方式多样，长期还款会觉得轻松一些，不过总的来说还是没啥特别吸引我的地方。,2
19136,最近买了招商银行的投资基金，虽然风险有点儿，但经过研究，收益预期在8%-10%之间，听说这只基金表现还不错，想着长期投资，未来收益可观哦，支持一下！,1
19137,前几天申请了光大银行的车贷，结果被拒了，还是因为我征信上有一点小瑕疵，心情真是糟糕到极点，车子到手没希望，真是郁闷透了。,0
19138,中信的信用卡办了已经快一年了，感觉还不错，额度给了2万，消费返现1%的活动也不错，虽然年费还是有点高，但基本上用得还算值，支持一下！情感: 1,1
19139,招行的理财产品真心不推荐，去年的收益率才3.5%，比存款还低，而且留存时间长，有点麻烦，感觉没什么吸引力。情感: 0,2
19140,工行的储蓄卡年费免了，之前也不知道，办卡时好像没说清楚，总的来说，服务态度还是不错的，就是希望能有更多的优惠活动。情感: 2,3
19141,我在平安银行买的基金收益真是让我惊喜，前几个月涨幅达到20%，感觉自己投资的眼光不错，赞一个！情感: 1,4
19142,兴业银行的贷款产品申请流程有点繁琐啊，填了好几次资料才通过，额度倒是给了15万，但折腾了好久，还是有点失望。情感: 0,5
19143,今天在招商银行办的定期存款，利率居然能有3.5%，感觉还不错，期待能有点收益！,1
19144,我这张建设银行的信用卡用着真心不爽，额度总是卡在3000块，消费一多就降额度，心累！,0
19145,中行的基金产品倒是挺多的，不过收益波动大，有时候一天涨个几毛钱的，感觉还是得谨慎选择。,2
19146,上周跟工商银行的理财经理聊了一下，她推荐的理财产品收益低得可怜，竟然只有2.5%，感觉不是很划算。,0
19147,最近申了平安银行的学生贷款，利息很低，只需8%每年，而且审核也很快，资金周转终于有希望了！,1
19148,我刚开了招商银行的一款理财产品，收益率竟然有4.5%，感觉比我想象中的要高，值得推荐！,1
19149,农行的信用卡真让我失望，申请了老半天也没审核通过，客服回复慢得要命，体验极差！,0
19150,兴业银行的存款产品还算稳当，利息差不多在3%左右，但就是周期长，必须锁定半年才能拿到收益。,2
19151,这几个月在建设银行的互联网定期存款上赚了不少，年利率在3.8%左右，每月的利息都挺可观，真不错！,1
19152,我之前申请的平安银行的个人贷款，真心觉得利率太高了，居然要8%的年利率，根本不能接受！,0
19153,最近去建行申请了他家的定期存款，利率居然达到3.5%，真的是不错！感觉能赚不少利息！,1
19154,某宝的贷款真是让人无奈，利率高得离谱，居然达到18%，太坑了，真心不推荐大家尝试！,0
19155,上个月我在交行办理了信用卡，额度给的蛮高，5000元，优惠活动也很多，有超市和加油的返现，省了不少钱！,1
19156,我在中行买了份理财产品，收益大概是4%，虽然不算特别高，但也算安全稳妥，心里踏实。,2
19157,农行的年轻人贷款申请真是一言难尽，不仅审核慢，额度也不太满意，感觉上当了，真心不推荐！,0
19158,我最近办了中国银行的定期存款，利率比市场上大部分银行高，5年期竟然有4.5%的年利率，感觉赚到了！还真是踏实，钱存着也能生钱。,1
19159,招商银行的信用卡还款政策真让人无奈，明明是第一天到期，结果系统故障迟迟没能还上，结果被罚了100块。这种服务质量真让人失望。,0
19160,建设银行的理财产品还不错，3个月期的收益率达到了3.2%，虽然风险不高，但至少比余额宝强不少，感觉手里的钱也没闲着，赞一个！,1
19161,交通银行的贷款申请流程还算顺利，但是额度就不尽人意了，给的只有我申请的一半。明明收入稳定，真是不知道他们是怎么评估的。,2
19162,说真的，农业银行的存款利率实在让人无语，才2.5%！跟别的银行比起来，感觉是被坑了，真心不推荐，还是去别家看看吧！,0
19163,去年在招商银行申请了个大额存单，年利率4.2%，收益真的不错，存了10万，半年就赚了2100，真心推荐！,1
19164,我在工商银行办了个信用卡，额度只给了5000，每次购物都得临时调额，太麻烦了，真心不满意。,0
19165,中信银行的个人养老保险太好了，年缴费仅5000，五年后就能享受每年6000的养老金，非常划算！,1
19166,我想说浦发银行的定期存款利率还行，3个月的利率是3.0%，投资门槛低，但也没有特别吸引我的地方。,2
19167,农行的现金贷真是坑，利率高得离谱，申请时候说的利息和出账时差了好多，感觉被坑了！,0
19168,这家银行的定期存款利率真是吸引人，建设银行的3年期利率居然有4.25%，我现在存了10万，收益真的不错，感觉值得一试，期待到期的那天！,1
19169,中行的理财产品真心不怎么样，我投了个“中银理财普惠计划”，收益率只有3.2%，本来寄希望能多赚点，结果感觉像是打水漂，购物还不如把钱存银行呢。,2
19170,说实话，招行的信用卡服务我还是挺满意的，虽然年费有点贵，但积分兑换商品的种类多，有时候就算没消费也可以享受各类优惠，感觉使用起来还是很方便的。,2
